Date,close,volume,returns,bullish,position,future_close,future_returns,future_bullish,future_position,smad_10,smad_20,rsi_14,rsi_28,bbd,ppo,adx,nvi
2010-03-31,94.12,161078700,-0.33883947479880216,0,2,95.54,1.5087122821929366,1,2,0.146836628290499,1.1222072403586483,67.43525418043748,60.47313026890401,0.4525854265261105,1.8540767161004275,26.79260078903985,1.0427164379460268
2010-04-01,94.76,161215200,0.6799830004249996,1,2,96.17,1.4879696074292958,1,2,0.7206479454093057,1.5632117382893256,71.02923371915388,62.230437953430275,0.7219438087252559,1.735861147753208,26.967266694421824,1.0370757136926676
2010-04-05,95.53,105847600,0.8125791473195365,1,1,96.32,0.826965351198572,1,2,1.2979025724768043,2.1694839120228107,74.65365509023421,64.215418897182,0.979714958972615,1.6004840940526,27.533908673241363,1.018044316806779
2010-04-06,95.76,110384200,0.2407620642730146,1,2,96.39,0.6578947368421018,1,2,1.3301165042379355,2.184873949579847,75.63422969172301,64.78864831204301,0.9806247041172332,1.483839737861214,28.320156177900326,1.0012375108897025
2010-04-07,95.21,184576300,-0.5743525480367717,0,2,97.49,2.394706438399319,1,1,0.6671671301239782,1.4080606680299963,68.78160219453457,62.313266648063845,0.671591923384357,1.4222264417302428,28.408387414143757,1.028118709436564
2010-04-08,95.54,158704000,0.3466022476630748,1,2,97.57,2.124764496545928,1,1,0.8508033018768161,1.5734637465447783,70.50814278456545,63.18839847799368,0.7732999794083303,1.3419704837875401,28.20990228243434,1.0336234413640653
2010-04-09,96.17,133006500,0.6594096713418374,1,2,96.01,-0.16637204949567774,0,2,1.2656894954089628,2.0436314248121916,73.51913506207023,64.8063666254284,0.9721650257933343,1.2365405890923027,28.499277975023574,1.0032687552124921
2010-04-12,96.32,110279000,0.15597379640219788,1,2,96.38,0.06229235880399475,1,2,1.1530948730335115,1.996081961137296,74.19467684243996,65.18420541681166,0.938675647256833,1.191188361141171,29.075139914923977,0.9598189297981499
2010-04-13,96.39,125043600,0.07267441860465684,1,2,97.24,0.8818342151675429,1,2,1.0123239436619504,1.8614899316802,74.5213310436948,65.36416259648537,0.8903904709277339,1.2169007096259308,28.826227223027796,0.9528603079276539
2010-04-14,97.49,161609000,1.1411972196285758,1,1,97.06,-0.44107087906450904,0,2,1.8395679470170807,2.794179671024875,79.01641632572964,68.05498408962471,1.1853531224103602,1.299137489104785,29.386359425876954,0.9554098340158732
2010-04-15,97.57,144615300,0.08205969843060323,1,2,97.35,-0.22547914317925244,0,2,1.557133043279104,2.675001052321423,79.30241424629659,68.24107133562572,1.02628365735754,1.339307515749399,30.128935679861236,0.9230426223932245
2010-04-16,96.01,366786700,-1.5988521061801708,0,0,97.99,2.06228517862721,1,1,-0.19646773874990522,0.9139115308412318,61.65532441560638,61.04948967409288,0.3562896578465326,1.3165254725094706,28.441505229427797,1.0235514847186973
2010-04-19,96.38,217947800,0.3853765232788131,1,2,97.62,1.2865739780037355,1,2,0.09970503925883345,1.138569704601494,63.71759013012187,62.03361237598938,0.46337827146459626,1.3552856478326276,26.639668978760007,1.0335022934677822
2010-04-20,97.24,157708000,0.8923013073251607,1,1,95.31,-1.9847799259563925,0,0,0.8378961340633442,1.8566527875978671,68.02251230747865,64.21308469734174,0.7445642256580162,1.3783278942524233,25.753701263324384,1.0202417902520442
2010-04-21,97.06,192910100,-0.18510900863841773,0,2,96.03,-1.0611992581908147,0,2,0.45851144208572947,1.5293206970857165,66.25069732079143,63.42283191865504,0.6019354609814002,1.3262903208423817,25.102811281294418,1.022716472795483
2010-04-22,97.35,115360300,0.2987842571605004,1,2,97.22,-0.13353877760656774,0,2,0.5702597161097996,1.654031702274297,67.70999532000515,64.15977340354068,0.6530586852126977,1.2980768584159874,23.701940588995566,1.0679016736692972
2010-04-23,97.99,177335500,0.6574216743708172,1,2,95.57,-2.4696397591591035,0,0,1.0414518457413362,2.1005689040781785,70.71905581666165,65.73953803015924,0.8265033147255093,1.3701416665659911,22.914816386567896,1.0573112147829797
2010-04-26,97.62,143457300,-0.37758954995407157,0,2,96.81,-0.8297480024585191,0,2,0.5251776336113297,1.5119688871326595,66.84101580053733,64.04700754918952,0.6267860929474695,1.3940222673557954,22.36126192385829,1.0374608812418378
2010-04-27,95.31,355853300,-2.366318377381682,0,0,94.53,-0.8183821214982734,0,2,-1.7442939320839106,-0.9385426085872031,48.83547446034602,54.896249935755634,-0.4090236066498141,1.2368376284759086,21.89131324681403,1.1740636613972202
2010-04-28,96.03,300674100,0.7554296506137925,1,1,93.97,-2.1451629699052455,0,0,-0.8528124225654948,-0.2726069008489787,53.078182684851825,56.88728262107602,-0.12768266397264774,1.1205640158830714,21.454932332415783,1.1660791258542695
2010-04-29,97.22,193775000,1.239196084556915,1,1,90.85,-6.552149763423165,0,0,0.412100680637407,0.8009538868296158,59.112933180443896,59.91980682472126,0.42151893024835624,1.080350888450454,19.9751840631642,1.171658917863176
2010-04-30,95.57,270000900,-1.6971816498662862,0,0,89.5,-6.351365491262939,0,0,-1.247197164615611,-0.9514136472929342,49.589456744437136,54.41607410734416,-0.5357034273588734,0.8496121669752988,19.397539068435623,1.2405363607307693
2010-05-03,96.81,182747900,1.2974782881657543,1,1,93.44,-3.4810453465551117,0,0,-0.010328444536302151,0.26721352224708944,55.40418628155804,57.4611929376681,0.15537252742967345,0.6633867618880035,18.86115443047337,1.2485832189233075
2010-05-04,94.53,360353400,-2.3551286024171114,0,0,93.17,-1.4386967100391446,0,2,-2.0911661436162436,-2.0318062399925343,45.10253318236353,50.96880583263004,-1.0578830983664445,0.504844344662825,19.541956246611825,1.3959131934771656
2010-05-05,93.97,328973200,-0.5924045276631817,0,2,94.48,0.5427264020432032,1,2,-2.3586866167914087,-2.549557444116626,42.98830190181135,49.54300277710615,-1.177174304397504,0.31193421897037477,20.567513063716074,1.4156674351481124
2010-05-06,90.85,647356600,-3.320208577205497,0,0,93.3,2.6967528893780957,1,1,-4.958677685950479,-5.555440048235851,33.55167107476807,42.649637925864695,-1.6726305814079276,-0.09867190422743384,23.83520198257887,2.119186646317546
2010-05-07,89.5,637558800,-1.485965877820572,0,0,91.61,2.357541899441351,1,1,-5.531923876674357,-6.6351625539194865,30.438169667186393,40.14332266865445,-1.469885042355064,-0.5711099866943826,26.86948455009432,2.277626008486302
2010-05-10,93.44,396159600,4.402234636871505,1,1,91.66,-1.904965753424659,0,0,-0.9361449487400231,-2.3783778136475933,46.14554671809344,49.181818990766,-0.5119761158404278,-0.8587599677495903,28.14840765487299,2.3567590056826475
2010-05-11,93.17,317849800,-0.2889554794520466,0,2,90.42,-2.9515938606847647,0,0,-0.9977791709613845,-2.496454939799377,45.389171742800244,48.65964608252341,-0.5221292798022525,-1.1846638514645198,28.98607886547393,2.3465572144488758
2010-05-12,94.48,235607100,1.406031984544387,1,1,89.9,-4.847586790855207,0,0,0.5598484364688606,-0.969550862114142,49.697320496353136,51.26321127831849,-0.20547368679615888,-1.4075212657228966,29.63993438304232,2.257600674150707
2010-05-13,93.3,234452500,-1.2489415749365018,0,0,86.51,-7.277599142550906,0,0,-0.2800282165837017,-1.9870471628244053,46.16454619275659,48.944643747483354,-0.422608278577859,-1.5070611401717278,30.293825207878836,2.233100177628896
2010-05-14,91.61,345601400,-1.8113612004287183,0,0,87.77,-4.191682130771756,0,0,-1.6701371745057632,-3.5394828975008217,41.60314319779646,45.86371179888321,-0.7123099314646477,-1.7371950514509966,31.54582104232986,2.307551581585048
2010-05-17,91.66,325739800,0.054579194411097376,1,2,86.64,-5.476761946323361,0,0,-1.0696052929812327,-3.2464071018783787,41.78640934233553,45.96806481913042,-0.6298333274386879,-2.0448885530687186,32.9111115302267,2.3137779410375936
2010-05-18,90.42,360556800,-1.352825660047996,0,0,86.73,-4.0809555408095495,0,0,-1.9731136166522496,-4.210520740085484,38.554877337539246,43.79683772468248,-0.7817348265727432,-2.2627519437929613,33.79215224494033,2.3802031148146554
2010-05-19,89.9,394742700,-0.5750940057509313,0,2,86.21,-4.1045606229143665,0,0,-2.1049078218069983,-4.3988238609476085,37.25377911308569,42.91530754813222,-0.7823454017393514,-2.6131515112135535,34.94401033246961,2.377112309979369
2010-05-20,86.51,530418300,-3.770856507230258,0,0,89.1,2.99387354063112,1,1,-5.349073841070496,-7.4704929166956315,30.118046129656495,37.77499562050199,-1.1654707618133802,-2.8857842137466387,36.50150059753207,2.578670638136705
2010-05-21,87.77,500909400,1.4564790197664879,1,1,87.98,0.23926170673351788,1,2,-3.788393659702311,-5.606908752628165,35.094343584052794,40.52102895968632,-0.8527044159865826,-3.046170018156685,38.247938340349926,2.6237816043292392
2010-05-24,86.64,269823000,-1.287455850518393,0,0,86.5,-0.1615881809787667,0,2,-4.313829434762463,-6.268763286435274,32.836028678823055,38.923478160698856,-0.9170521937696696,-3.04769500848973,39.869630530109355,2.586038326371607
2010-05-25,86.73,396505200,0.10387811634349209,1,2,88.75,2.3290672201083717,1,1,-3.5282863562546,-5.733896343153407,33.204702259268245,39.12171981811623,-0.7949205173426975,-2.9092437576016907,41.78554550319969,2.630253733062269
2010-05-26,86.21,349719300,-0.5995618586417728,0,2,89.06,3.3058809882844375,1,1,-3.216390682009568,-5.796349212419924,32.10805937699182,38.37539382127218,-0.7774114600117698,-3.1147416360858755,42.69741366641349,2.6319326408026726
2010-05-27,89.1,300870500,3.352279317944551,1,1,85.93,-3.5578002244668783,0,0,0.5019457447408094,-2.204514397668742,43.31340350568166,44.47988859778275,-0.31539789032951626,-3.1607653233153217,42.869806616972035,2.598754103356405
2010-05-28,87.98,297933500,-1.2570145903479157,0,0,84.86,-3.54626051375313,0,0,-0.35337289901692787,-3.02990223633018,40.52211970911361,42.776871395755464,-0.44621851656244943,-3.369989530778334,43.02988578534784,2.5688767560141295
2010-06-01,86.5,277909400,-1.682200500113662,0,0,85.77,-0.8439306358381526,0,2,-1.4537003281079548,-4.116346223126277,37.118073214286674,40.64434958397533,-0.6457339964749618,-3.5223522729974484,43.464874812483394,2.5979579693836503
2010-06-02,88.75,240243700,2.6011560693641522,1,1,85.31,-3.8760563380281665,0,0,1.3023776096062758,-1.3060956691446968,44.72081815549275,44.96951640714483,-0.21646403435685033,-3.422902379708661,43.65493384155765,2.534731377522668
2010-06-03,89.06,226618300,0.3492957746478842,1,2,87.8,-1.4147765551313807,0,2,1.7537846329619573,-0.6902396324669252,45.69501812686976,45.53656369392184,-0.12122127759751306,-3.4058928951039102,43.425584162612964,2.4409277267466374
2010-06-04,85.93,398475600,-3.514484617112057,0,0,88.23,2.6765972303037344,1,1,-1.7572341568820786,-3.9168986839310027,38.34678691265175,41.10195468929146,-0.6576778179635033,-3.4047191859551713,43.86522070660153,2.633420311775965
2010-06-07,84.86,264609100,-1.245199581054357,0,0,88.09,3.8062691491868916,1,1,-2.656694503074307,-4.866537370657303,36.203461193384726,39.730282173322536,-0.7633912923440415,-3.361262125572889,44.46426879829364,2.6251367766083744
2010-06-08,85.77,357774300,1.0723544661795925,1,1,90.09,5.0367261280168,1,1,-1.5145425943575637,-3.431193177020325,39.3102847749174,41.453502317003895,-0.5517416155365321,-3.0243992949252405,45.154691313335526,2.5583357394517106
2010-06-09,85.31,268023300,-0.5363180599277095,0,2,90.06,5.567928730512239,1,1,-1.8827561617997657,-3.5222138660665387,38.295057392181675,40.84135985626051,-0.5827655670065536,-2.773869202578861,44.97501159072222,2.5684226709697833
2010-06-10,87.8,317890600,2.918766850310628,1,1,90.21,2.744874715261947,1,1,0.7967304204072735,-0.32977449327681035,46.369219250954615,45.369908012526494,-0.06360469922877,-2.383027938650519,44.26728377139566,2.5296597744757716
2010-06-11,88.23,214128200,0.4897494305239336,1,2,90.3,2.3461407684461033,1,1,1.3916500994035437,0.4474196523105142,47.64331890874921,46.108701119167186,0.10087193234590933,-2.000017304930079,43.36457037182497,2.443575773211773
2010-06-14,88.09,207196100,-0.158676187237905,0,2,90.05,2.224997161993403,1,1,1.217970814661564,0.48938524543410156,47.24973896736592,45.899121463242345,0.12271759463645028,-1.7064289591923334,41.811987813919124,2.3853501906460695
2010-06-15,90.09,238268700,2.270405267340214,1,1,88.56,-1.6983016983016963,0,0,3.090778015539672,2.863014871692396,53.19790261566904,49.31234448242592,0.7859847000031058,-1.6386568570986748,39.897947318804526,2.3307101452691428
2010-06-16,90.06,216374000,-0.03330003330003217,0,2,88.28,-1.976460137685987,0,0,2.9021937842778196,2.84989921714851,53.10117769304878,49.26399681589062,0.7974097424998331,-1.2990420351007415,37.963348963859595,2.242677739312571
2010-06-17,90.21,263185800,0.16655562958027836,1,2,86.82,-3.7578982374459557,0,0,2.9383237291035886,3.0029687143183326,53.55588222862472,49.52062132956192,0.8274827423330025,-0.8231399743229442,36.225635418595076,2.1605794761686004
2010-06-18,90.3,174006600,0.09976720984370413,1,2,87.18,-3.4551495016611145,0,0,2.529748387682749,2.8831199904294813,53.84503126146484,49.67899272041471,0.7558366789453959,-0.49671058832395215,34.430803139003814,2.0532956566106644
2010-06-21,90.05,213140700,-0.2768549280177224,0,2,86.91,-3.486951693503615,0,0,1.6468941540336604,2.4651954007293737,52.86055571427066,49.23403380186683,0.6203461939734176,-0.2623928719748855,32.19960400095415,2.0666009132190513
2010-06-22,88.56,239355400,-1.6546363131593522,0,0,84.23,-4.889340560072264,0,0,-0.34882412512663974,0.6598127972993879,47.30877909712721,46.651459097889585,0.167980261829488,0.11886638545866537,30.750031449662707,2.113390727077592
2010-06-23,88.28,254639900,-0.3161698283649539,0,2,83.43,-5.493883099229713,0,0,-0.9947626364014228,0.2532450571788878,46.324168872508615,46.17939417120269,0.06540719025288845,0.5904041308631205,29.790715521237875,2.069797783246399
2010-06-24,86.82,268523600,-1.653828726778439,0,0,83.05,-4.3423174383782515,0,0,-2.5250087011194142,-1.4389101745423407,41.47678719139372,43.78366507381683,-0.37799436765682703,0.8483883247065646,29.418138169159107,2.093315174223268
2010-06-25,87.18,238726500,0.4146510020732741,1,2,82.6,-5.25349850883231,0,0,-2.005305516838325,-0.9222481716983812,43.05897909883165,44.51965612348804,-0.2428407736723476,1.146039130479269,29.20430246174814,2.0447359359443786
2010-06-28,86.91,169218600,-0.30970406056436417,0,2,83.14,-4.337820734092734,0,0,-2.179051392296838,-1.1690054356478334,42.138827483697135,44.07089277084591,-0.3046091865148844,1.0438611474881603,29.005740733437957,1.9834812906974384
2010-06-29,84.23,373649500,-3.0836497526176454,0,0,85.76,1.8164549447940104,1,1,-4.566054837978746,-4.0928214791999755,34.303020346355765,39.92795899959945,-0.9720497497926408,0.820593804604583,29.9851464769479,2.1734677724840883
2010-06-30,83.43,284101700,-0.9497803632909863,0,0,86.61,3.811578568860119,1,1,-4.757012226446159,-4.7151333108721465,32.36811982975203,38.798878833315484,-0.9988982790228348,0.5192317829594334,31.068563873158357,2.176268793507261
2010-07-01,83.05,382924800,-0.45547165288266633,0,2,87.26,5.069235400361238,1,1,-4.409479633061364,-4.822480460244331,31.460365484873165,38.265854591211145,-0.9331467963682111,0.010853177047650257,32.4929688321021,2.1934801502967582
2010-07-02,82.6,233385200,-0.5418422636965681,0,2,87.31,5.702179176755462,1,1,-4.077295583607263,-5.157219705711796,30.374022959581065,37.63096770557916,-0.9128173060077692,-0.5423469874915752,33.815630579692716,2.174153272455808
2010-07-06,83.14,256935300,0.653753026634396,1,2,88.63,6.603319701707955,1,1,-2.6691641301803357,-4.442822580181709,33.34829186087769,38.8926610852308,-0.753629069973373,-0.9572771176966227,34.36047749282505,2.179289480706421
2010-07-07,85.76,253769400,3.151311041616567,1,1,88.62,3.334888059701502,1,1,0.7282123561192709,-1.43095224412389,45.510535115998266,44.53790708058812,-0.24270592158754323,-1.2950931090047575,33.67420307919783,2.1891821499676123
2010-07-08,86.61,210842100,0.9911380597014796,1,1,88.65,2.3553862140630377,1,1,1.9264942981887687,-0.5283105547260754,48.77623461016851,46.20978544589652,-0.09064473187138283,-1.629531020574174,32.448594025003835,2.1044051291964734
2010-07-09,87.26,144999900,0.7504907054612708,1,1,86.21,-1.203300481320202,0,2,2.6382958702376595,0.24930206909230263,51.18553697362847,47.46564345377915,0.04284583051291798,-1.6893182686533985,30.93386551624001,2.0091130505846113
2010-07-12,87.31,131283600,0.057300022920014904,1,2,86.72,-0.6757530637956699,0,2,2.6814065623896948,0.3597825212363836,51.37499838437605,47.56330497588185,0.062135858731551565,-1.7062029786580213,29.38470916522532,1.9365296581329028
2010-07-13,88.63,213025900,1.5118543122208061,1,1,87.68,-1.0718718266952365,0,2,4.023379732870065,1.845467916896482,56.20738567184201,50.10283936692809,0.3170029216142729,-1.6501219472632962,27.57209050468061,1.9060131669948817
2010-07-14,88.62,184426800,-0.011282861333627991,0,2,86.54,-2.3470999774317325,0,0,3.478474095351473,1.920057964014007,56.16184973670658,50.08378316921988,0.3388554742750542,-1.675646631041179,25.85032093847463,1.8498640349484414
2010-07-15,88.65,232337900,0.03385240352065111,1,2,88.47,-0.20304568527919065,0,2,2.886389749660487,2.0372928176795364,56.27629130594086,50.14277848167977,0.36989064947885303,-1.6342622406101541,24.116990048040897,1.8396215938302318
2010-07-16,86.21,282693400,-2.7523970671178954,0,0,89.24,3.5146734717550254,1,1,-0.31105817597342955,-0.5422242731887715,45.80308676605106,45.59731710476818,-0.10352794601370874,-1.4841481194078399,23.331933469852704,1.9728171291113483
2010-07-19,86.72,186709000,0.5915787031666842,1,2,90.17,3.9783210332103414,1,1,-0.1967982875096949,0.25317626385819797,47.98215825532935,46.64568506947272,0.05181868828340909,-1.1227760623437029,22.708265728836075,1.9150264736335014
2010-07-20,87.68,258162400,1.1070110701107083,1,1,90.16,2.828467153284664,1,1,0.3835365504607601,1.502040343819622,51.90234344464712,48.579972684404744,0.32888539876561995,-0.656165662894167,21.578312959203974,1.9388068995335825
2010-07-21,86.54,264527000,-1.3001824817518215,0,0,89.58,3.5128264386410812,1,1,-1.010031685025723,0.2996007255321056,47.339877019533496,46.50378005688781,0.06769890147563665,-0.21126760563370725,20.238133382751155,1.9866367793294253
2010-07-22,88.47,274781300,2.2301825745320025,1,1,89.14,0.7573188651520235,1,2,0.9827757422182046,2.5251764378671853,54.613871884864565,50.23764038654215,0.5675796497251476,0.3704063718733809,19.078694969807625,1.9918019905708062
2010-07-23,89.24,222020800,0.870351531592628,1,1,89.12,-0.13446884805019543,0,2,1.6319883380595503,3.2726936073692996,57.15656255151394,51.63432987796119,0.6991022837420526,0.7400499161680477,18.336818556804268,1.9400264034188623
2010-07-26,90.17,184445700,1.0421335723890701,1,1,91.14,1.0757458134634579,1,2,2.357735574903743,4.168712418338363,60.066506390682086,53.27687486874579,0.8282676516046665,1.082763884100604,18.19603151263904,1.8715944732444196
2010-07-27,90.16,204855600,-0.011090163025406774,0,2,90.7,0.5989352262644188,1,2,2.168936835663892,3.9619943729532348,60.01930085111174,53.256706736030544,0.742052317571269,1.3667627349400933,18.354343171709594,1.8141571788897852
2010-07-28,89.58,163056200,-0.6433007985803041,0,2,91.31,1.9312346505916622,1,1,1.4013719408661298,2.975578073719808,57.21094343265278,52.07108584394017,0.5577092788882135,1.6052777790060306,18.05921901813457,1.7728266403798196
2010-07-29,89.14,220149100,-0.4911810672024952,0,2,91.21,2.3221898137760766,1,1,0.8473713387109006,2.1345829943742,55.10446225797922,51.17479979058612,0.4207868653208371,1.628071788389128,17.108146676332435,1.8105768901149986
2010-07-30,89.12,220070600,-0.022436616558219047,0,2,90.84,1.9299820466786244,1,1,0.49389955120538503,1.7578113849543848,55.00532310698325,51.13331150295504,0.3808565143441052,1.6382191234063765,15.959471217794391,1.8034533789137135
2010-08-02,91.14,188263200,2.2666068222621183,1,1,91.32,0.19749835418036987,1,2,2.2620169651271955,3.559355736726942,62.36922007411665,54.95805353939487,0.862746839700112,1.6825060821887394,15.9887772146345,1.80680346301943
2010-08-03,90.7,146657300,-0.4827737546631572,0,2,90.83,0.14332965821388655,1,2,1.4246416031131413,2.618642198098066,60.06331280469741,54.003270111158116,0.7580217995695224,1.9532643203425653,16.01598992598603,1.7449495031144124
2010-08-04,91.31,158171700,0.672546857772871,1,2,88.34,-3.252655787975034,0,0,1.5650200771942573,2.985461804811434,62.152469042570004,55.12414638946469,0.8658114058217354,2.19317327848769,16.20901650503353,1.669720073784911
